timestamp,speed,location,latitude,longitude,direction,vehicle_type,data_source,processing_timestamp
2025-08-10 01:00:00,30,"{'type': 'Point', 'coordinates': [-87.745123194459, 41.941334911422]}",,-87.7451231945,N,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-10 00:32:00,30,"{'type': 'Point', 'coordinates': [-87.687950093412, 41.932287182991]}",Y,-87.6879500934,W,PEDALCYCLIST,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-10 00:30:00,30,"{'type': 'Point', 'coordinates': [-87.619789867381, 41.821830750556]}",,-87.6197898674,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-10 00:27:00,25,"{'type': 'Point', 'coordinates': [-87.568901478339, 41.719142695458]}",,-87.5689014783,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-10 00:15:00,25,"{'type': 'Point', 'coordinates': [-87.650258586261, 41.968857896927]}",Y,-87.6502585863,N,HEAD ON,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-10 00:14:00,30,"{'type': 'Point', 'coordinates': [-87.683666330314, 41.78574109299]}",,-87.6836663303,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-10 00:05:00,30,"{'type': 'Point', 'coordinates': [-87.666152230449, 41.852438049213]}",,-87.6661522304,W,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-10 00:05:00,30,"{'type': 'Point', 'coordinates': [-87.704697731614, 41.828035141054]}",Y,-87.7046977316,S,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-10 00:01:00,30,"{'type': 'Point', 'coordinates': [-87.648822791828, 41.886889305659]}",Y,-87.6488227918,N,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-10 00:00:00,30,"{'type': 'Point', 'coordinates': [-87.709852251616, 41.844560747905]}",Y,-87.7098522516,W,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-10 00:00:00,30,"{'type': 'Point', 'coordinates': [-87.792500415989, 41.921828712349]}",,-87.792500416,N,SIDESWIPE OPPOSITE DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:55:00,30,"{'type': 'Point', 'coordinates': [-87.627632868783, 41.838179267099]}",,-87.6276328688,W,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:50:00,55,"{'type': 'Point', 'coordinates': [-87.615842833133, 41.855522831204]}",,-87.6158428331,S,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:50:00,30,"{'type': 'Point', 'coordinates': [-87.624271548879, 41.867553634062]}",Y,-87.6242715489,S,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:49:00,30,"{'type': 'Point', 'coordinates': [-87.653397649296, 41.735824606928]}",,-87.6533976493,W,FIXED OBJECT,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:46:00,30,"{'type': 'Point', 'coordinates': [-87.836434108963, 41.98317517284]}",,-87.836434109,N,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:45:00,30,"{'type': 'Point', 'coordinates': [-87.576157996013, 41.766332892662]}",N,-87.576157996,S,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:40:00,30,"{'type': 'Point', 'coordinates': [-87.682505228419, 41.910823655543]}",,-87.6825052284,N,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:40:00,30,"{'type': 'Point', 'coordinates': [-87.647497300321, 41.884515458362]}",Y,-87.6474973003,W,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:38:00,35,"{'type': 'Point', 'coordinates': [-87.639078910579, 41.857564070819]}",,-87.6390789106,S,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:30:00,30,"{'type': 'Point', 'coordinates': [-87.727627979867, 41.941257541451]}",,-87.7276279799,N,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:30:00,30,"{'type': 'Point', 'coordinates': [-87.712682587959, 41.900526159988]}",,-87.712682588,W,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:25:00,40,"{'type': 'Point', 'coordinates': [-87.636805837083, 41.934402987078]}",,-87.6368058371,N,FIXED OBJECT,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:20:00,30,"{'type': 'Point', 'coordinates': [-87.737755243404, 41.918651641057]}",,-87.7377552434,N,FIXED OBJECT,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:15:00,30,"{'type': 'Point', 'coordinates': [-87.737916111371, 41.869988768977]}",,-87.7379161114,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:10:00,30,"{'type': 'Point', 'coordinates': [-87.695651748828, 41.85368770724]}",,-87.6956517488,S,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:10:00,45,"{'type': 'Point', 'coordinates': [-87.593882152519, 41.814997603234]}",,-87.5938821525,S,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:10:00,30,"{'type': 'Point', 'coordinates': [-87.695162980165, 41.793577213605]}",,-87.6951629802,S,HEAD ON,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:03:00,25,"{'type': 'Point', 'coordinates': [-87.531804603344, 41.698987142108]}",Y,-87.5318046033,S,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:00:00,30,"{'type': 'Point', 'coordinates': [-87.629693209075, 41.896546845548]}",,-87.6296932091,W,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:00:00,30,"{'type': 'Point', 'coordinates': [-87.756140612659, 41.909387316218]}",,-87.7561406127,W,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:00:00,25,"{'type': 'Point', 'coordinates': [-87.701810276239, 41.923151143137]}",,-87.7018102762,W,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 23:00:00,30,"{'type': 'Point', 'coordinates': [-87.657012249461, 41.893207007278]}",,-87.6570122495,N,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:48:00,40,"{'type': 'Point', 'coordinates': [-87.631320678961, 41.925552839727]}",,-87.631320679,N,FIXED OBJECT,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:42:00,30,"{'type': 'Point', 'coordinates': [-87.836434302093, 41.981428164177]}",Y,-87.8364343021,N,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:30:00,30,"{'type': 'Point', 'coordinates': [-87.666929462948, 41.88156416702]}",Y,-87.6669294629,W,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:30:00,30,"{'type': 'Point', 'coordinates': [-87.733027146301, 41.96807525591]}",,-87.7330271463,W,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:30:00,30,"{'type': 'Point', 'coordinates': [-87.726827174322, 41.931629390871]}",,-87.7268271743,N,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:30:00,30,"{'type': 'Point', 'coordinates': [-87.65619454086, 41.706723577926]}",,-87.6561945409,S,REAR TO FRONT,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:30:00,25,"{'type': 'Point', 'coordinates': [-87.630140481845, 41.904178473162]}",,-87.6301404818,N,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:25:00,30,"{'type': 'Point', 'coordinates': [-87.597682321382, 41.692300740223]}",,-87.5976823214,E,SIDESWIPE OPPOSITE DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:25:00,30,"{'type': 'Point', 'coordinates': [-87.836728537859, 41.981360632229]}",,-87.8367285379,N,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:05:00,30,"{'type': 'Point', 'coordinates': [-87.619332412582, 41.864181226829]}",,-87.6193324126,S,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:00:00,30,"{'type': 'Point', 'coordinates': [-87.652842971833, 41.768341148985]}",,-87.6528429718,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:00:00,30,"{'type': 'Point', 'coordinates': [-87.666048330014, 41.932550210671]}",,-87.66604833,W,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:00:00,30,"{'type': 'Point', 'coordinates': [-87.705966382257, 41.880658405488]}",Y,-87.7059663823,S,SIDESWIPE OPPOSITE DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 22:00:00,35,"{'type': 'Point', 'coordinates': [-87.632867959361, 41.92386392798]}",,-87.6328679594,N,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:58:00,30,"{'type': 'Point', 'coordinates': [-87.575922336366, 41.755353356401]}",,-87.5759223364,E,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:53:00,30,"{'type': 'Point', 'coordinates': [-87.693840993851, 41.789955013776]}",Y,-87.6938409939,S,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:45:00,20,"{'type': 'Point', 'coordinates': [-87.624371331583, 41.690647659877]}",,-87.6243713316,W,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:45:00,30,"{'type': 'Point', 'coordinates': [-87.616853890785, 41.823983251515]}",,-87.6168538908,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:40:00,30,"{'type': 'Point', 'coordinates': [-87.684393616366, 42.019372483522]}",,-87.6843936164,W,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:34:00,30,"{'type': 'Point', 'coordinates': [-87.608407670709, 41.774825751766]}",Y,-87.6084076707,S,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:25:00,30,"{'type': 'Point', 'coordinates': [-87.643889966297, 41.879114883321]}",Y,-87.6438899663,S,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:24:00,30,"{'type': 'Point', 'coordinates': [-87.813487791332, 41.952512449739]}",Y,-87.8134877913,W,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:20:00,30,"{'type': 'Point', 'coordinates': [-87.639887122235, 41.876657711805]}",Y,-87.6398871222,W,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:20:00,30,"{'type': 'Point', 'coordinates': [-87.631388416049, 41.896390850798]}",Y,-87.631388416,N,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:19:00,35,"{'type': 'Point', 'coordinates': [-87.668070092662, 41.735633020702]}",,-87.6680700927,S,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:19:00,30,"{'type': 'Point', 'coordinates': [-87.785494191067, 41.92907991437]}",Y,-87.7854941911,N,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:05:00,30,"{'type': 'Point', 'coordinates': [-87.659374425148, 41.949534808063]}",,-87.6593744251,N,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:00:00,20,"{'type': 'Point', 'coordinates': [-87.794054329732, 41.929509137369]}",,-87.7940543297,N,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 21:00:00,30,"{'type': 'Point', 'coordinates': [-87.729739984752, 41.899051530528]}",,-87.7297399848,N,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:55:00,30,"{'type': 'Point', 'coordinates': [-87.623551455076, 41.848661327273]}",,-87.6235514551,S,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:50:00,30,"{'type': 'Point', 'coordinates': [-87.707724996055, 41.812095287994]}",,-87.7077249961,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:45:00,30,"{'type': 'Point', 'coordinates': [-87.715606323692, 41.800550834584]}",,-87.7156063237,W,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:43:00,30,"{'type': 'Point', 'coordinates': [-87.710915737246, 41.874652177201]}",Y,-87.7109157372,W,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:41:00,30,"{'type': 'Point', 'coordinates': [-87.628282113549, 41.884598677758]}",,-87.6282821135,W,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:40:00,30,"{'type': 'Point', 'coordinates': [-87.576638552177, 41.773368408547]}",,-87.5766385522,S,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:39:00,30,"{'type': 'Point', 'coordinates': [-87.632459330772, 41.892391586446]}",,-87.6324593308,N,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:31:00,30,"{'type': 'Point', 'coordinates': [-87.644907505613, 41.77869506549]}",,-87.6449075056,S,FIXED OBJECT,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:30:00,20,"{'type': 'Point', 'coordinates': [-87.844747773759, 41.97361922114]}",,-87.8447477738,W,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:30:00,30,"{'type': 'Point', 'coordinates': [-87.663580117092, 41.750262240415]}",Y,-87.6635801171,S,PEDESTRIAN,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:30:00,30,"{'type': 'Point', 'coordinates': [-87.746263718306, 41.917031824409]}",Y,-87.7462637183,N,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:26:00,30,"{'type': 'Point', 'coordinates': [-87.603552300143, 41.659129623085]}",Y,-87.6035523001,S,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:20:00,30,"{'type': 'Point', 'coordinates': [-87.704658015436, 41.813694950921]}",,-87.7046580154,S,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:19:00,15,"{'type': 'Point', 'coordinates': [-87.770683597152, 41.792136269513]}",,-87.7706835972,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:15:00,30,"{'type': 'Point', 'coordinates': [-87.787626098972, 41.923769353437]}",Y,-87.787626099,W,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:10:00,30,"{'type': 'Point', 'coordinates': [-87.767200278221, 41.954802351849]}",,-87.7672002782,N,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:03:00,20,"{'type': 'Point', 'coordinates': [-87.73145260343, 41.912721813654]}",,-87.7314526034,N,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:01:00,30,"{'type': 'Point', 'coordinates': [-87.617034798154, 41.877581040782]}",Y,-87.6170347982,S,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:00:00,25,"{'type': 'Point', 'coordinates': [-87.733198979833, 41.862514878472]}",,-87.7331989798,W,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 20:00:00,30,"{'type': 'Point', 'coordinates': [-87.717722821819, 41.905503654148]}",,-87.7177228218,N,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 19:59:00,30,"{'type': 'Point', 'coordinates': [-87.769024805608, 41.898539174408]}",Y,-87.7690248056,N,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 19:44:00,30,"{'type': 'Point', 'coordinates': [-87.640946769615, 41.777216439777]}",,-87.6409467696,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 19:40:00,30,"{'type': 'Point', 'coordinates': [-87.676748931808, 41.890379269014]}",,-87.6767489318,N,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 19:40:00,30,"{'type': 'Point', 'coordinates': [-87.634488559371, 41.902212963851]}",Y,-87.6344885594,W,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 19:30:00,30,"{'type': 'Point', 'coordinates': [-87.624280186844, 41.897546725131]}",Y,-87.6242801868,N,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 19:25:00,30,"{'type': 'Point', 'coordinates': [-87.746359405534, 41.920673812039]}",Y,-87.7463594055,N,PEDALCYCLIST,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 19:20:00,30,"{'type': 'Point', 'coordinates': [-87.630586473861, 41.867571015433]}",,-87.6305864739,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 19:20:00,30,"{'type': 'Point', 'coordinates': [-87.616035435469, 41.657396877268]}",,-87.6160354355,S,PEDESTRIAN,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 19:10:00,30,"{'type': 'Point', 'coordinates': [-87.672406135777, 41.808418107889]}",,-87.6724061358,W,REAR TO SIDE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 19:10:00,30,"{'type': 'Point', 'coordinates': [-87.779306649479, 41.920240166695]}",,-87.7793066495,W,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 19:00:00,5,"{'type': 'Point', 'coordinates': [-87.645492014632, 41.80162841618]}",,-87.6454920146,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:58:00,35,"{'type': 'Point', 'coordinates': [-87.646610009705, 41.793804838779]}",,-87.6466100097,W,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:49:00,15,"{'type': 'Point', 'coordinates': [-87.882707659516, 41.994793386112]}",,-87.8827076595,W,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:45:00,30,"{'type': 'Point', 'coordinates': [-87.697359337662, 41.920532968315]}",,-87.6973593377,W,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:30:00,30,"{'type': 'Point', 'coordinates': [-87.770277651877, 41.97825479907]}",,-87.7702776519,N,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:29:00,30,"{'type': 'Point', 'coordinates': [-87.747019834651, 41.938779353481]}",,-87.7470198347,N,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:25:00,30,"{'type': 'Point', 'coordinates': [-87.603383922247, 41.721808673771]}",Y,-87.6033839222,S,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:24:00,30,"{'type': 'Point', 'coordinates': [-87.66261837386, 41.677603141088]}",Y,-87.6626183739,S,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:20:00,30,"{'type': 'Point', 'coordinates': [-87.623988704323, 41.891120593049]}",,-87.6239887043,N,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:18:00,30,"{'type': 'Point', 'coordinates': [-87.616820339781, 41.8227108521]}",,-87.6168203398,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:15:00,30,"{'type': 'Point', 'coordinates': [-87.619362622546, 41.794392085533]}",Y,-87.6193626225,S,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:15:00,30,"{'type': 'Point', 'coordinates': [-87.563576533769, 41.751656714902]}",,-87.5635765338,E,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:08:00,30,"{'type': 'Point', 'coordinates': [-87.64901746994, 41.937019700789]}",,-87.6490174699,N,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 18:02:00,30,"{'type': 'Point', 'coordinates': [-87.642493757593, 41.691189766677]}",,-87.6424937576,S,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:58:00,30,"{'type': 'Point', 'coordinates': [-87.697979145178, 41.923434583824]}",,-87.6979791452,N,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:54:00,30,"{'type': 'Point', 'coordinates': [-87.68282479295, 41.742727965581]}",,-87.6828247929,S,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:53:00,30,"{'type': 'Point', 'coordinates': [-87.672311286728, 41.804883062379]}",Y,-87.6723112867,S,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:52:00,30,"{'type': 'Point', 'coordinates': [-87.647527240137, 41.891075889311]}",Y,-87.6475272401,W,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:50:00,30,"{'type': 'Point', 'coordinates': [-87.712214636637, 41.884809492967]}",,-87.7122146366,W,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:45:00,20,"{'type': 'Point', 'coordinates': [-87.650443144158, 41.943712320395]}",,-87.6504431442,W,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:30:00,25,"{'type': 'Point', 'coordinates': [-87.754884806992, 41.871298894715]}",,-87.754884807,S,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:30:00,25,"{'type': 'Point', 'coordinates': [-87.64408438293, 41.747086098941]}",,-87.6440843829,S,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:09:00,20,"{'type': 'Point', 'coordinates': [-87.729906470277, 41.856093176224]}",,-87.7299064703,S,OTHER NONCOLLISION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:09:00,30,"{'type': 'Point', 'coordinates': [-87.660089137904, 41.896295823774]}",Y,-87.6600891379,W,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:05:00,30,"{'type': 'Point', 'coordinates': [-87.642892569666, 41.706806795936]}",Y,-87.6428925697,W,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:00:00,30,"{'type': 'Point', 'coordinates': [-87.620392542301, 41.892270355275]}",,-87.6203925423,N,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:00:00,15,"{'type': 'Point', 'coordinates': [-87.555252627639, 41.739059636916]}",,-87.5552526276,S,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:00:00,30,"{'type': 'Point', 'coordinates': [-87.764904788841, 41.924105624267]}",,-87.7649047888,W,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:00:00,30,"{'type': 'Point', 'coordinates': [-87.69130901584, 41.990600181468]}",,-87.6913090158,W,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:00:00,30,"{'type': 'Point', 'coordinates': [-87.613477480045, 41.807502535623]}",,-87.61347748,E,PEDESTRIAN,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 17:00:00,15,"{'type': 'Point', 'coordinates': [-87.667374278811, 41.80189318392]}",,-87.6673742788,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:57:00,30,"{'type': 'Point', 'coordinates': [-87.68950738517, 41.786365014937]}",,-87.6895073852,W,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:50:00,10,"{'type': 'Point', 'coordinates': [-87.741196874415, 41.748986572901]}",,-87.7411968744,S,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:47:00,40,"{'type': 'Point', 'coordinates': [-87.616938058318, 41.897459276739]}",,-87.6169380583,N,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:47:00,20,"{'type': 'Point', 'coordinates': [-87.719766461985, 41.838911280703]}",,-87.719766462,W,REAR END,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:35:00,30,"{'type': 'Point', 'coordinates': [-87.738864919217, 41.881999184584]}",Y,-87.7388649192,W,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:32:00,30,"{'type': 'Point', 'coordinates': [-87.738038131465, 41.880691075693]}",,-87.7380381315,W,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:30:00,30,"{'type': 'Point', 'coordinates': [-87.765857347059, 41.915700428238]}",,-87.7658573471,N,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:30:00,30,"{'type': 'Point', 'coordinates': [-87.661706367706, 41.90332043282]}",Y,-87.6617063677,W,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:30:00,10,"{'type': 'Point', 'coordinates': [-87.792751048065, 41.926924805601]}",,-87.7927510481,N,PARKED MOTOR VEHICLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:30:00,25,"{'type': 'Point', 'coordinates': [-87.610301452292, 41.866049337405]}",,-87.6103014523,E,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:30:00,30,"{'type': 'Point', 'coordinates': [-87.64534181898, 41.736006564585]}",Y,-87.645341819,S,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:28:00,25,"{'type': 'Point', 'coordinates': [-87.6526797277, 41.89619832858]}",,-87.6526797277,W,PEDALCYCLIST,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:25:00,30,"{'type': 'Point', 'coordinates': [-87.617996218755, 41.808987371651]}",,-87.6179962188,S,SIDESWIPE SAME DIRECTION,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:24:00,30,"{'type': 'Point', 'coordinates': [-87.726451457158, 41.902713901936]}",Y,-87.7264514572,N,TURNING,chicago_traffic_crashes,2025-08-13 20:54:44.297362
2025-08-09 16:20:00,30,"{'type': 'Point', 'coordinates': [-87.626035264137, 41.801890297885]}",Y,-87.6260352641,S,ANGLE,chicago_traffic_crashes,2025-08-13 20:54:44.297362
