record_id,atd_device_id,read_date,intersection_name,direction,movement,heavy_vehicle,volume,speed_average,speed_stddev,seconds_in_zone_average,seconds_in_zone_stddev,month,day,year,hour,minute,day_of_week,bin_duration
10db80be9c6996d66002255d19a8a304,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,False,64,11.547,6.58,9.795,15.539,11,14,2019,12,30,4,900
b03f38b5fe36bf2d50f9411cf2eb6ec4,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,True,1,11.0,0.0,34.9,0.0,11,14,2019,12,30,4,900
95874205baf1ce9ddfa443c4dbe88eb8,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,False,3,7.333,5.686,2.5,2.307,11,14,2019,12,30,4,900
9732011b00cf86ffe3e9183afa472dc9,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,True,1,10.0,0.0,7.3,0.0,11,14,2019,12,30,4,900
0a2e526f6f30381148a97cd984c54e74,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,False,228,32.079,8.483,3.284,6.488,11,14,2019,12,30,4,900
af8186f7727d364f26d37ab5a6b1a823,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,True,10,29.0,10.995,3.6,5.676,11,14,2019,12,30,4,900
215dfe6c144b20442a902029d56284b3,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,LEFT TURN,False,3,3.667,4.726,56.8,50.609,11,14,2019,12,30,4,900
7e7e1f0ed3145bd6b65181120830dc50,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,THRU,True,1,88.0,0.0,1.0,0.0,11,14,2019,12,30,4,900
75529941876000261a9a0a60dd4ed3b1,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,False,6,8.333,8.335,77.817,40.156,11,14,2019,12,30,4,900
a7d122d5db040bad863ebfb15fe3e776,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,True,2,17.0,0.0,4.4,0.283,11,14,2019,12,30,4,900
fe2f4ef7482b049f5c78a0de2420c48d,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,RIGHT TURN,False,53,8.585,3.219,9.094,13.062,11,14,2019,12,30,4,900
c068693d263dc90d901e32def5578917,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,THRU,False,3,35.0,48.59,2.6,2.117,11,14,2019,12,30,4,900
0f8ccc7ebfefb27826f62eb97817149f,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,LEFT TURN,False,2,24.5,21.92,54.25,76.438,11,14,2019,12,30,4,900
7e9ff2b5dcc809a6221c9c17577522ef,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,RIGHT TURN,False,6,12.0,4.561,9.85,10.734,11,14,2019,12,30,4,900
c099c49f853cfadc54c5a39948d2b323,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,False,192,27.672,8.79,6.274,9.058,11,14,2019,12,30,4,900
e1ae4c3617723e35ef83770b92066b5a,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,True,2,29.5,3.536,0.9,1.273,11,14,2019,12,30,4,900
d13eaa3f7645817af5a2aa29cad29f03,6547,2019-11-14T12:30:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,U-TURN,False,1,14.0,0.0,0.9,0.0,11,14,2019,12,30,4,900
3d77f902c2eda70f9f3b86d65c2e79dc,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,False,56,11.054,6.808,9.768,19.91,11,14,2019,12,45,4,900
3ea2e09030f9617e9b35a636d64f5efb,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,True,2,12.0,7.071,0.0,0.0,11,14,2019,12,45,4,900
57515a0173ca327758d583b84e27ca32,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,False,2,25.5,24.749,2.15,0.354,11,14,2019,12,45,4,900
0868eecec14f2c316cbe6c6a0e651e58,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,False,256,31.582,9.455,4.558,10.889,11,14,2019,12,45,4,900
3b8f378515d24e23ae2afcf8821db96f,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,True,7,26.571,11.914,18.257,22.204,11,14,2019,12,45,4,900
2d2eb764ccc70f73f2e5966d0644eb33,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,U-TURN,False,1,7.0,0.0,3.4,0.0,11,14,2019,12,45,4,900
d3716efe4b29b87f775b8c66f83b9a3b,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,LEFT TURN,False,1,0.0,0.0,77.9,0.0,11,14,2019,12,45,4,900
ccc1fd4c350dd0b3fff2d8e36386c545,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,RIGHT TURN,True,1,16.0,0.0,8.9,0.0,11,14,2019,12,45,4,900
cf54c0d0b1dbe1f9f059284d0348e329,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,False,2,7.0,1.414,58.5,19.233,11,14,2019,12,45,4,900
74e5776ca9902625c9a6e91d096dfd87,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,True,1,6.0,0.0,105.8,0.0,11,14,2019,12,45,4,900
286928e61a93fac165047c69a4c22527,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,RIGHT TURN,False,57,8.825,2.983,9.735,15.657,11,14,2019,12,45,4,900
2ecec9886dda777f3ece37cc330cc543,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,THRU,False,2,12.0,5.657,9.75,0.354,11,14,2019,12,45,4,900
f6cd771f50f139965354fcce2445355b,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,LEFT TURN,False,4,8.75,7.848,15.3,29.338,11,14,2019,12,45,4,900
a9768c45a5f9dffc3d87a87f3003c86b,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,RIGHT TURN,False,10,11.6,2.836,9.22,12.523,11,14,2019,12,45,4,900
9af5b3f27d0da1ad6ddd3c42968b9054,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,False,219,26.607,8.758,7.789,11.231,11,14,2019,12,45,4,900
b532265600fa62d06a35c4c78743245f,6547,2019-11-14T12:45:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,True,8,25.875,10.467,8.088,9.038,11,14,2019,12,45,4,900
feea324b12c68eb0aa679cb5cb1d9c4a,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,False,48,9.812,6.75,11.123,22.382,11,14,2019,13,0,4,900
69e551dab959684a1be7d2622d30f257,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,True,6,7.667,7.763,1.25,2.047,11,14,2019,13,0,4,900
c5bec66c0c65dc70269de9573c95b225,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,False,1,8.0,0.0,5.8,0.0,11,14,2019,13,0,4,900
2fa041b9b4f001e04ca008b9943429d9,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,True,2,7.5,0.707,2.75,3.748,11,14,2019,13,0,4,900
eb0b3cddade7ce56a316ef34fcfef8aa,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,False,239,31.762,9.68,3.63,8.366,11,14,2019,13,0,4,900
7d23a0ab277b9e8d1578259ab129ab49,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,True,7,28.143,8.989,2.657,1.955,11,14,2019,13,0,4,900
76f58596346706c6996c4fe524d0515d,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,LEFT TURN,False,1,0.0,0.0,42.9,0.0,11,14,2019,13,0,4,900
f6ace253d9e90fb4f56115923845a259,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,RIGHT TURN,False,1,16.0,0.0,0.0,0.0,11,14,2019,13,0,4,900
035c764905167f36cdf91fc542305699,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,False,6,11.667,7.118,42.433,50.214,11,14,2019,13,0,4,900
a181151c18cb4ce6233f72b2d50443f0,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,True,3,6.333,1.155,45.233,19.97,11,14,2019,13,0,4,900
d504ca79449e34778ede8e3114e0662d,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,RIGHT TURN,False,52,9.154,3.292,8.315,10.953,11,14,2019,13,0,4,900
dc859f92cb5f3c931b42f7c13431e241,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,THRU,False,1,16.0,0.0,5.6,0.0,11,14,2019,13,0,4,900
e01b152e15048fd8d6dcce866b2d8e47,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,LEFT TURN,False,3,29.333,24.664,18.433,31.408,11,14,2019,13,0,4,900
e62a1ed5c7f0fd8116670c7e26ee1669,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,RIGHT TURN,False,9,10.0,1.936,17.133,16.382,11,14,2019,13,0,4,900
f7bacb7f6ebacd4ea388fe065fef76f2,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,RIGHT TURN,True,3,10.667,2.082,4.1,3.601,11,14,2019,13,0,4,900
ccd93e0e177e5e4a4c43c9c592c5d41b,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,False,202,25.926,8.899,9.171,14.184,11,14,2019,13,0,4,900
271fef31f90cf1d14920eccfe6254b28,6547,2019-11-14T13:00:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,True,5,23.4,7.197,9.62,14.851,11,14,2019,13,0,4,900
807bcbf727dbcd235e256e7297ee9000,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,False,37,11.514,5.786,8.438,18.778,11,14,2019,13,15,4,900
ecde74bc51147d119664c1aa22929969,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,True,1,10.0,0.0,26.3,0.0,11,14,2019,13,15,4,900
cf71fe0f18adc3fa9e4284448e35fb89,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,True,1,8.0,0.0,1.6,0.0,11,14,2019,13,15,4,900
ae4d7533bc1eabca21c3636a68551074,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,False,253,32.107,9.188,4.209,9.453,11,14,2019,13,15,4,900
eccc42878013480366200ce685133812,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,True,14,30.143,9.82,4.371,8.014,11,14,2019,13,15,4,900
49b3cd9851b453b043fd8bfb46fe5ace,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,U-TURN,False,2,9.0,7.071,1.55,2.192,11,14,2019,13,15,4,900
d33a1205052651da2affbea9912eb70e,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,LEFT TURN,False,1,16.0,0.0,6.5,0.0,11,14,2019,13,15,4,900
a3d1b2c6d8dccb200214c96d8cac82d8,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,RIGHT TURN,False,3,20.667,21.079,5.3,4.521,11,14,2019,13,15,4,900
5887d3f0bc6ca2f96ad1f8699d7d56e3,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,THRU,False,1,9.0,0.0,4.9,0.0,11,14,2019,13,15,4,900
6cf51262a3f1b3809180a9d8d907d618,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,False,5,6.8,2.864,71.84,37.64,11,14,2019,13,15,4,900
d39f5e8701977250c8934021ab87a07b,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,True,1,24.0,0.0,3.4,0.0,11,14,2019,13,15,4,900
d78aa031a16323c91f303742ce645de9,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,RIGHT TURN,False,40,9.175,3.054,8.0,9.908,11,14,2019,13,15,4,900
4a9d9441576dd9ecc2786807cde76605,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,THRU,False,1,22.0,0.0,3.6,0.0,11,14,2019,13,15,4,900
d0b73add00501aaf7c1db240262898ac,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,THRU,True,1,12.0,0.0,45.3,0.0,11,14,2019,13,15,4,900
2791f596b2467cc1b3b34d1cbfa09cbe,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,RIGHT TURN,False,4,9.25,4.031,4.375,2.717,11,14,2019,13,15,4,900
64cdd9fd1ab52fecff5d917c8a8a5a5f,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,RIGHT TURN,True,1,9.0,0.0,6.9,0.0,11,14,2019,13,15,4,900
0f055928b338c1dcb264b0f12cdaf31a,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,False,221,26.466,8.201,6.989,9.715,11,14,2019,13,15,4,900
3c230040550e9a64d4ef4a8174aa39fb,6547,2019-11-14T13:15:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,True,7,23.286,8.826,10.357,16.373,11,14,2019,13,15,4,900
14f260bad951284722e7c7d9e80061f6,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,False,65,12.862,5.979,14.311,33.112,11,14,2019,13,30,4,900
9db5115062a3bad61667d6d3652f7d12,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,True,6,8.833,3.971,35.617,52.395,11,14,2019,13,30,4,900
06b43820a9a8171bff5e64c10888d57d,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,False,2,15.5,19.092,4.2,2.687,11,14,2019,13,30,4,900
8f8fa152f9197803a2d48f1b0092f3a7,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,True,2,8.5,3.536,1.1,1.414,11,14,2019,13,30,4,900
9b1324f785c25c6af88a9cca1025b5a8,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,False,295,31.234,8.305,3.699,8.197,11,14,2019,13,30,4,900
5e9ac9583dc5508c23763e48449d73d2,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,True,17,27.412,8.574,10.065,16.006,11,14,2019,13,30,4,900
9b8dd3a91f5ad51138f7086b02d548e9,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,LEFT TURN,False,2,3.0,4.243,28.5,40.305,11,14,2019,13,30,4,900
5a105d07d1bb33169973e98e4fcd7834,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,RIGHT TURN,False,1,8.0,0.0,26.0,0.0,11,14,2019,13,30,4,900
658c50c92c92311b5ddafac14efe6df9,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,False,4,9.75,7.228,37.625,33.126,11,14,2019,13,30,4,900
c4f4a64866b0ad036eccd0e56fb8f7ec,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,True,2,6.5,0.707,61.0,49.639,11,14,2019,13,30,4,900
7c775b1a9f8aba92fe036a2cbe4951e5,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,RIGHT TURN,False,49,8.531,3.035,11.704,18.586,11,14,2019,13,30,4,900
94e870e1a10c08921b946dc4196f28dd,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,RIGHT TURN,True,1,16.0,0.0,3.9,0.0,11,14,2019,13,30,4,900
5f21b7fe23ffc19614b5c734f8d3904f,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,THRU,False,3,7.333,3.215,6.867,5.001,11,14,2019,13,30,4,900
f6d2c3ea8d211e02b92f89caab8d2730,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,LEFT TURN,False,1,1.0,0.0,0.3,0.0,11,14,2019,13,30,4,900
8a12c454d12b96f7a1d6992dc50d155a,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,RIGHT TURN,False,11,12.273,2.724,9.509,12.095,11,14,2019,13,30,4,900
4b3a595e775d56e9d7c0359fc3d4b3fc,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,RIGHT TURN,True,1,3.0,0.0,3.9,0.0,11,14,2019,13,30,4,900
ae2ae61f3d511d0f525001e366eb8893,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,False,220,25.136,8.245,8.06,12.697,11,14,2019,13,30,4,900
d974d406e7e4128c097ceede0b4ccd2f,6547,2019-11-14T13:30:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,True,8,26.75,6.364,3.1,2.401,11,14,2019,13,30,4,900
496b7437eff96f0aba21acd3a4c8fa0d,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,False,62,14.016,6.152,4.229,14.134,11,14,2019,13,45,4,900
c9640d316721e217d99977490e7a58be,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,True,2,7.5,3.536,21.9,25.314,11,14,2019,13,45,4,900
b3ed38ae323019e080c941b807821f14,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,True,1,7.0,0.0,23.6,0.0,11,14,2019,13,45,4,900
7ea39eb3673f089718ccf5623f06c702,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,False,285,32.368,7.819,3.216,5.55,11,14,2019,13,45,4,900
52894480d392d935834467926e045ecd,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,True,10,29.5,14.554,5.57,10.165,11,14,2019,13,45,4,900
0a460b2afa477a0b39a2f361c6946ecd,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,LEFT TURN,False,3,18.667,20.232,37.167,34.77,11,14,2019,13,45,4,900
a73d2171d9d4abd6265405e6e1f5bd75,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,RIGHT TURN,False,2,6.0,1.414,60.6,1.556,11,14,2019,13,45,4,900
bcbf126a4ce02ed93b871213cefd272a,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,False,4,10.5,3.416,26.95,33.457,11,14,2019,13,45,4,900
d2ef68c57568a730af898a9951e518fe,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,True,2,7.0,1.414,109.15,17.89,11,14,2019,13,45,4,900
9154a23a9667f33dc3311e9d25faa15e,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,RIGHT TURN,False,50,7.94,2.938,10.376,15.146,11,14,2019,13,45,4,900
1f8b9a24bb2a967e5db216c1b435d9b2,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,RIGHT TURN,True,1,6.0,0.0,0.3,0.0,11,14,2019,13,45,4,900
c6be314d835c1a1aca6c1800af0451df,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,THRU,False,1,29.0,0.0,0.8,0.0,11,14,2019,13,45,4,900
56aba52b83417ab24d5ffc6d21addff5,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,THRU,True,1,18.0,0.0,3.3,0.0,11,14,2019,13,45,4,900
29ff5ca6984bc46726ac2e102a03c736,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,LEFT TURN,False,2,8.0,4.243,6.4,8.768,11,14,2019,13,45,4,900
9105696d49e411db3b4d39b29c0d866d,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,RIGHT TURN,False,11,8.364,2.803,7.991,9.338,11,14,2019,13,45,4,900
a4034cc048a61427affa706d8e923f0f,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,False,224,27.674,8.562,6.388,8.616,11,14,2019,13,45,4,900
7366480bb4b8cea76bbe680ba4590848,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,True,1,34.0,0.0,3.5,0.0,11,14,2019,13,45,4,900
38b95843fd2a63c91dc85bc4cb5f4e8f,6547,2019-11-14T13:45:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,U-TURN,False,1,10.0,0.0,63.9,0.0,11,14,2019,13,45,4,900
91913bdee648be566189215afc96feb9,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,False,64,11.25,5.569,12.82,25.001,11,14,2019,14,0,4,900
b49d7956f9f488f2ff4e847c5eb655c8,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,True,3,12.0,7.55,41.833,47.855,11,14,2019,14,0,4,900
ca7bc5f3365c7fdbf0a1ef2cfe09ca03,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,False,1,4.0,0.0,5.7,0.0,11,14,2019,14,0,4,900
f13f69696eb30c08baa14abaac1e9e3b,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,True,2,4.5,4.95,29.5,17.112,11,14,2019,14,0,4,900
0604a12142c2730cdcb72d133fe5c24b,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,False,269,32.61,8.736,3.292,6.477,11,14,2019,14,0,4,900
748eac735e910923dd63880123ef52ba,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,True,11,27.909,10.709,5.745,13.223,11,14,2019,14,0,4,900
452e1487baf417ebba1dd6d623e935f1,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,LEFT TURN,False,2,5.5,7.778,76.5,78.913,11,14,2019,14,0,4,900
05125012104891d1e965992b0585d1a7,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,NORTHBOUND,RIGHT TURN,False,1,8.0,0.0,8.0,0.0,11,14,2019,14,0,4,900
f6920e07afe3c95678dc22b28c5552fe,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,False,4,9.25,2.63,79.1,53.312,11,14,2019,14,0,4,900
c5054722ca6d0b48e1b5c0e8dce3dc1b,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,LEFT TURN,True,2,10.5,7.778,42.45,44.901,11,14,2019,14,0,4,900
835b52afd68c06b01cd74365aef3eee7,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,RIGHT TURN,False,44,9.023,3.076,13.168,21.172,11,14,2019,14,0,4,900
4bd2dba8baad94de2d5d8e4c82e5e70d,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,RIGHT TURN,True,1,8.0,0.0,3.8,0.0,11,14,2019,14,0,4,900
494f33f41997b8e9dd21f518c1f8f624,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,THRU,False,4,12.0,4.243,11.15,14.725,11,14,2019,14,0,4,900
baca7e0e83f1f39a953ab1aa9ebf3c1f,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,SOUTHBOUND,THRU,True,1,10.0,0.0,4.9,0.0,11,14,2019,14,0,4,900
ffd6fb7a306618add3eb89580f12ac68,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,LEFT TURN,False,2,54.5,61.518,13.85,19.445,11,14,2019,14,0,4,900
aa318285ac99554d55b89a13ad4691b3,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,RIGHT TURN,False,20,9.7,3.757,7.365,8.592,11,14,2019,14,0,4,900
41180b74d2b6f1eab16d780f90a6fcde,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,False,271,25.937,7.536,6.049,7.838,11,14,2019,14,0,4,900
3343cb32a9504091a801af78d9c6fa69,6547,2019-11-14T14:00:00.000,RIVERSIDE DR / CROSSING PL,WESTBOUND,THRU,True,4,28.75,8.302,2.775,1.588,11,14,2019,14,0,4,900
e7027992b8c306c4d27c1f852674c751,6547,2019-11-14T14:15:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,False,69,13.696,5.773,15.465,34.89,11,14,2019,14,15,4,900
8d8f1a7d72dcc5ba76d6ab5571d94fd5,6547,2019-11-14T14:15:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,LEFT TURN,True,2,17.5,9.192,4.25,4.738,11,14,2019,14,15,4,900
e2c8c2117c8dbade74da7be6654fd892,6547,2019-11-14T14:15:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,RIGHT TURN,False,1,15.0,0.0,2.7,0.0,11,14,2019,14,15,4,900
c0a0132bf225f0ee9eb07c78de2e9368,6547,2019-11-14T14:15:00.000,RIVERSIDE DR / CROSSING PL,EASTBOUND,THRU,False,277,29.953,8.623,4.206,9.2,11,14,2019,14,15,4,900
